type,marker_value,duration,timestamp
phase_Simulated_garden,recording_eyes_closed,8.003424,1698668519.503078
Timestamp,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
1698668519.503078,0.0,4331.282227,4390.641113,4292.94873,4362.179688,4402.563965,4413.077148,4425.0,4477.820313,4418.205078,4372.563965,4443.077148,4158.461426,4429.487305
1698668519.510886,0.0,4326.282227,4389.358887,4289.230957,4360.384766,4403.717773,4411.153809,4423.333496,4479.230957,4427.436035,4380.641113,4442.179688,4166.538574,4433.333496
1698668519.518694,0.0,4321.794922,4392.05127,4286.794922,4360.128418,4404.871582,4413.846191,4423.717773,4474.230957,4419.615234,4372.436035,4436.794922,4155.897461,4434.230957
1698668519.526502,0.0,4325.256348,4386.922852,4300.384766,4365.256348,4404.487305,4414.743652,4425.0,4481.666504,4416.282227,4368.974121,4442.179688,4164.487305,4429.743652
1698668519.53431,0.0,4322.307617,4389.743652,4290.128418,4362.692383,4406.025879,4416.410156,4426.666504,4484.102539,4421.666504,4372.179688,4441.025879,4160.769043,4432.436035
1698668519.542119,0.0,4328.077148,4391.153809,4285.641113,4361.153809,4404.615234,4412.05127,4423.974121,4479.230957,4417.436035,4368.205078,4438.461426,4157.563965,4427.820313
1698668519.549927,0.0,4328.077148,4391.282227,4289.743652,4361.153809,4403.717773,4412.307617,4424.358887,4479.615234,4418.461426,4368.589844,4441.666504,4168.846191,4432.563965
1698668519.557735,0.0,4325.0,4390.384766,4282.563965,4357.692383,4404.615234,4417.179688,4428.205078,4475.641113,4417.94873,4366.282227,4438.205078,4156.922852,4436.153809
1698668519.565544,0.0,4330.641113,4386.282227,4288.461426,4360.897461,4403.205078,4413.461426,4425.128418,4470.897461,4415.897461,4362.94873,4439.230957,4160.384766,4430.0
1698668519.573352,0.0,4325.641113,4393.205078,4288.077148,4359.743652,4403.205078,4415.641113,4427.436035,4472.307617,4417.692383,4364.358887,4436.794922,4160.256348,4433.974121
1698668519.58116,0.0,4330.384766,4390.641113,4288.461426,4358.974121,4405.256348,4417.820313,4429.358887,4472.820313,4416.282227,4365.769043,4432.307617,4155.769043,4432.05127
1698668519.588968,0.0,4332.307617,4383.589844,4292.05127,4362.307617,4404.102539,4415.641113,4423.461426,4470.769043,4416.538574,4367.436035,4436.025879,4166.282227,4428.846191
1698668519.596776,0.0,4322.692383,4387.179688,4284.743652,4359.743652,4400.769043,4415.769043,4424.487305,4470.512695,4415.384766,4365.0,4430.897461,4157.179688,4431.410156
1698668519.604585,0.0,4329.871582,4387.05127,4289.743652,4362.563965,4401.153809,4412.94873,4423.333496,4468.974121,4416.666504,4366.538574,4429.230957,4161.410156,4431.794922
1698668519.612393,0.0,4331.153809,4392.179688,4286.025879,4362.307617,4404.871582,4414.230957,4423.077148,4465.897461,4417.563965,4367.820313,4430.769043,4162.692383,4432.05127
1698668519.620201,0.0,4328.717773,4391.794922,4285.256348,4358.205078,4405.512695,4415.128418,4426.666504,4466.922852,4412.179688,4363.461426,4431.410156,4153.974121,4429.871582
1698668519.628009,0.0,4329.871582,4389.871582,4292.820313,4361.410156,4403.333496,4412.692383,4425.512695,4470.641113,4416.282227,4366.282227,4435.641113,4164.487305,4430.641113
1698668519.635817,0.0,4327.179688,4396.538574,4281.922852,4361.410156,4402.436035,4415.384766,4427.820313,4470.769043,4418.589844,4365.769043,4431.153809,4156.538574,4432.563965
1698668519.643626,0.0,4332.179688,4390.897461,4283.974121,4360.256348,4402.179688,4413.333496,4428.333496,4467.05127,4413.717773,4362.94873,4430.0,4157.94873,4429.102539
1698668519.651434,0.0,4329.358887,4391.410156,4288.461426,4360.512695,4402.563965,4415.384766,4426.666504,4466.153809,4415.769043,4367.94873,4429.871582,4162.436035,4429.871582
1698668519.659242,0.0,4326.794922,4393.077148,4286.410156,4359.615234,4405.769043,4419.358887,4426.153809,4469.102539,4417.820313,4368.461426,4429.230957,4153.077148,4432.05127
1698668519.66705,0.0,4331.666504,4385.641113,4287.563965,4359.615234,4407.692383,4413.589844,4426.538574,4467.436035,4418.846191,4368.717773,4430.769043,4165.128418,4431.538574
1698668519.674858,0.0,4325.769043,4390.0,4278.846191,4357.94873,4404.871582,4414.230957,4430.512695,4464.871582,4417.179688,4367.05127,4425.641113,4159.102539,4430.769043
1698668519.682667,0.0,4327.820313,4393.589844,4286.922852,4359.743652,4402.307617,4415.897461,4427.94873,4468.077148,4415.897461,4364.615234,4431.025879,4156.153809,4431.410156
1698668519.690475,0.0,4331.538574,4396.410156,4291.794922,4361.410156,4404.358887,4415.256348,4426.538574,4467.94873,4420.897461,4367.563965,4431.794922,4166.794922,4434.487305
1698668519.698283,0.0,4327.563965,4397.563965,4284.358887,4358.333496,4406.282227,4416.153809,4430.897461,4463.461426,4418.205078,4364.615234,4423.077148,4156.538574,4431.666504
1698668519.706091,0.0,4327.179688,4392.05127,4291.538574,4359.487305,4403.846191,4412.692383,4428.461426,4464.102539,4414.743652,4364.487305,4426.794922,4161.025879,4429.487305
1698668519.713899,0.0,4324.102539,4393.205078,4285.512695,4358.205078,4405.512695,4415.0,4427.563965,4468.589844,4418.205078,4367.307617,4427.563965,4156.666504,4434.358887
1698668519.721708,0.0,4330.0,4392.179688,4285.769043,4360.0,4408.205078,4415.0,4428.077148,4467.820313,4415.256348,4366.153809,4428.205078,4151.922852,4432.436035
1698668519.729516,0.0,4331.794922,4392.307617,4289.102539,4363.717773,4403.589844,4411.666504,4428.333496,4464.743652,4415.256348,4368.461426,4429.102539,4162.179688,4429.743652
1698668519.737324,0.0,4327.436035,4395.0,4280.512695,4358.077148,4402.820313,4413.974121,4429.615234,4465.128418,4416.922852,4365.512695,4424.487305,4151.794922,4432.179688
1698668519.745133,0.0,4334.615234,4388.846191,4289.615234,4358.333496,4406.794922,4415.128418,4427.05127,4466.538574,4417.563965,4364.102539,4429.487305,4156.282227,4431.153809
1698668519.752941,0.0,4331.794922,4390.0,4286.666504,4357.563965,4407.179688,4417.820313,4429.358887,4466.538574,4418.461426,4367.436035,4426.922852,4156.153809,4429.358887
